location,area_sqft,bedrooms,bathrooms,parking_spaces,house_age,floors,has_garden,has_pool,renovation_year,price
Midtown,1317.0,3.0,1.0,0,33.0,1,0,0,2014.0,201300.0
Suburb,2937.0,4.0,1.0,1,25.0,1,1,0,2010.0,383400.0
Suburb,1388.0,3.0,3.0,3,0.0,1,0,0,2018.0,269000.0
Downtown,1167.0,5.0,2.0,3,3.0,3,0,0,,445900.0
Midtown,3124.0,1.0,1.0,2,38.0,3,1,1,2005.0,525200.0
Rural,4732.0,5.0,4.0,2,25.0,3,1,0,,558700.0
Midtown,1318.0,6.0,3.0,2,32.0,3,1,1,2022.0,458100.0
Rural,,1.0,1.0,3,32.0,1,1,0,2009.0,248300.0
Uptown,1606.0,6.0,1.0,2,7.0,2,0,0,,446800.0
Midtown,2724.0,2.0,1.0,0,19.0,2,0,0,,450400.0
Uptown,697.0,5.0,2.0,3,15.0,3,0,0,2003.0,317500.0
Suburb,3171.0,5.0,5.0,1,20.0,2,0,0,,428000.0
Suburb,3992.0,4.0,2.0,3,44.0,2,1,0,2022.0,599200.0
Downtown,2948.0,3.0,3.0,0,25.0,2,1,0,2011.0,619500.0
Midtown,970.0,1.0,1.0,0,22.0,3,1,0,2014.0,162700.0
Uptown,2448.0,1.0,1.0,2,17.0,1,0,0,,470000.0
Rural,4399.0,,3.0,3,30.0,1,0,0,2010.0,464100.0
Suburb,2510.0,4.0,1.0,3,41.0,2,1,0,2008.0,365400.0
Suburb,4300.0,3.0,3.0,3,11.0,1,1,0,2010.0,581300.0
Rural,4618.0,6.0,,1,0.0,1,0,0,2001.0,527100.0
Uptown,4296.0,3.0,1.0,2,41.0,3,1,1,2012.0,778700.0
Uptown,4488.0,5.0,4.0,0,8.0,3,0,0,2021.0,845000.0
Midtown,734.0,6.0,6.0,0,2.0,2,0,0,,347200.0
Midtown,1428.0,2.0,1.0,2,50.0,2,1,0,2020.0,230200.0
Downtown,4107.0,3.0,,0,25.0,2,0,0,,676500.0
Suburb,1022.0,4.0,2.0,0,,3,1,0,,240100.0
Midtown,4023.0,6.0,4.0,2,41.0,1,0,0,,581900.0
Uptown,2129.0,3.0,1.0,0,50.0,3,0,0,2005.0,397300.0
Rural,1816.0,1.0,,3,15.0,3,0,0,2012.0,197500.0
Uptown,3357.0,2.0,1.0,1,23.0,1,1,0,2008.0,527200.0
Suburb,1624.0,5.0,4.0,2,49.0,1,1,0,,306700.0
Uptown,3087.0,1.0,1.0,1,13.0,2,1,0,,515900.0
Downtown,1523.0,1.0,1.0,0,2.0,1,1,1,,404700.0
Suburb,1878.0,2.0,1.0,0,33.0,1,1,0,2015.0,243300.0
Rural,3874.0,5.0,5.0,3,32.0,1,0,1,,428200.0
Downtown,2019.0,4.0,2.0,2,49.0,1,0,0,,477100.0
Suburb,726.0,6.0,2.0,0,23.0,2,0,0,,212200.0
Rural,1391.0,5.0,1.0,2,8.0,2,0,0,2011.0,191700.0
Downtown,4572.0,3.0,3.0,2,12.0,1,1,0,2021.0,874900.0
Downtown,2757.0,1.0,1.0,2,1.0,1,0,0,2018.0,523300.0
Suburb,3288.0,3.0,2.0,2,6.0,2,0,0,,438500.0
Midtown,896.0,4.0,1.0,2,47.0,2,0,0,,183300.0
Downtown,2578.0,3.0,2.0,1,20.0,1,1,0,,546900.0
Downtown,4924.0,5.0,3.0,3,18.0,3,1,0,,987800.0
Rural,3737.0,,3.0,2,24.0,2,1,0,,408200.0
Uptown,4393.0,4.0,3.0,1,46.0,2,0,0,,667300.0
Suburb,2505.0,4.0,1.0,0,21.0,2,0,0,,360600.0
Suburb,2516.0,4.0,1.0,2,10.0,1,0,0,,370600.0
Midtown,3671.0,5.0,4.0,0,32.0,1,1,0,,610000.0
Midtown,3168.0,4.0,1.0,2,31.0,2,0,1,2002.0,517500.0
Suburb,2378.0,1.0,1.0,1,20.0,1,1,1,2001.0,342700.0
Midtown,1696.0,4.0,3.0,1,38.0,1,1,0,2007.0,310400.0
Rural,2272.0,3.0,1.0,1,19.0,2,0,0,,221100.0
Suburb,661.0,6.0,3.0,3,7.0,1,0,0,,223400.0
Midtown,4476.0,3.0,2.0,0,41.0,3,0,0,2008.0,581100.0
Suburb,2251.0,6.0,3.0,3,36.0,1,1,0,,368700.0
Uptown,1275.0,3.0,3.0,2,8.0,1,1,0,2010.0,339400.0
Downtown,1439.0,5.0,5.0,0,24.0,2,1,0,2008.0,556300.0
Suburb,3720.0,3.0,1.0,1,24.0,2,1,0,2013.0,460200.0
Downtown,1039.0,5.0,5.0,0,32.0,3,1,0,2004.0,396800.0
Midtown,1961.0,5.0,1.0,1,1.0,1,1,0,2008.0,431100.0
Downtown,855.0,4.0,1.0,3,18.0,3,0,0,2003.0,278700.0
Suburb,4104.0,1.0,1.0,3,45.0,3,0,0,,421800.0
Uptown,3823.0,6.0,1.0,1,19.0,2,0,0,,760800.0
Midtown,734.0,4.0,2.0,1,41.0,1,1,0,,181700.0
Suburb,2048.0,4.0,3.0,2,40.0,2,0,1,,366700.0
Midtown,2596.0,5.0,3.0,3,41.0,3,1,0,,509800.0
Rural,4713.0,5.0,3.0,3,28.0,3,0,0,,503900.0
Downtown,2601.0,6.0,6.0,2,5.0,2,1,0,2010.0,842200.0
Rural,2173.0,3.0,3.0,3,16.0,2,0,0,,256300.0
Suburb,2600.0,3.0,2.0,1,24.0,2,0,0,,327400.0
Uptown,4157.0,4.0,2.0,0,37.0,2,1,0,,806100.0
Midtown,4096.0,2.0,2.0,0,3.0,2,1,0,2006.0,692900.0
Downtown,4248.0,2.0,2.0,3,29.0,3,1,0,,856700.0
Midtown,3673.0,3.0,3.0,2,19.0,2,0,1,2014.0,694100.0
Suburb,2315.0,2.0,2.0,1,2.0,1,0,0,2007.0,340600.0
Midtown,4341.0,3.0,2.0,0,22.0,3,1,0,2021.0,742800.0
Downtown,2505.0,5.0,3.0,1,50.0,3,1,0,,538800.0
Suburb,4993.0,4.0,3.0,3,17.0,1,0,0,,651500.0
Midtown,1174.0,1.0,1.0,3,25.0,1,1,0,2007.0,236700.0
Uptown,886.0,4.0,1.0,0,35.0,3,1,0,,267700.0
Suburb,2658.0,3.0,1.0,3,7.0,2,1,1,,415600.0
Suburb,3161.0,3.0,2.0,2,16.0,3,0,0,,443300.0
Uptown,2564.0,4.0,,3,30.0,3,0,1,2019.0,621800.0
Rural,4351.0,6.0,6.0,3,36.0,1,1,0,,464600.0
Downtown,3753.0,3.0,3.0,3,44.0,3,1,1,2008.0,832100.0
Rural,4766.0,2.0,2.0,1,32.0,2,1,0,,395700.0
Midtown,1239.0,2.0,2.0,1,26.0,1,0,0,2020.0,214500.0
Uptown,1901.0,3.0,3.0,0,44.0,3,0,0,2005.0,340600.0
Rural,3759.0,3.0,2.0,0,3.0,3,1,0,,416200.0
Suburb,2777.0,6.0,4.0,0,21.0,2,0,0,,431600.0
Midtown,4404.0,2.0,2.0,3,25.0,3,0,0,,658800.0
Midtown,4423.0,3.0,3.0,1,31.0,3,0,0,,775700.0
Rural,4714.0,3.0,3.0,2,23.0,3,1,0,2009.0,497800.0
Rural,3727.0,6.0,1.0,3,45.0,3,0,0,,437800.0
Uptown,3331.0,6.0,3.0,3,34.0,2,1,0,2003.0,735000.0
Downtown,4258.0,4.0,1.0,3,36.0,3,1,0,,918600.0
Rural,3012.0,6.0,6.0,2,31.0,3,1,0,,388100.0
Rural,2651.0,,1.0,0,6.0,3,1,0,2005.0,263900.0
Suburb,4175.0,2.0,2.0,2,32.0,1,0,0,2008.0,494800.0
Midtown,3245.0,4.0,3.0,0,30.0,2,1,0,,614700.0
Downtown,4366.0,1.0,1.0,2,11.0,1,1,0,2004.0,806700.0
Suburb,4264.0,3.0,3.0,1,10.0,1,1,0,,513800.0
Uptown,2722.0,3.0,3.0,3,23.0,2,1,1,2023.0,652800.0
Uptown,,4.0,2.0,3,7.0,1,1,0,,682900.0
Rural,2197.0,6.0,5.0,3,31.0,1,1,0,,311900.0
Rural,3962.0,3.0,2.0,0,37.0,1,0,0,2016.0,349700.0
Uptown,4563.0,5.0,4.0,2,21.0,2,1,1,,897800.0
Rural,2024.0,4.0,2.0,1,33.0,3,1,0,,267900.0
Downtown,532.0,1.0,1.0,2,18.0,2,0,0,,151300.0
Rural,4525.0,4.0,4.0,3,19.0,2,1,0,2016.0,516200.0
Midtown,3066.0,2.0,,1,13.0,2,0,0,2013.0,446700.0
Rural,3303.0,6.0,4.0,1,32.0,1,1,0,2001.0,435000.0
Suburb,4396.0,6.0,1.0,3,9.0,3,1,0,,643900.0
Downtown,4209.0,4.0,4.0,2,15.0,2,1,0,2002.0,793100.0
Suburb,1219.0,3.0,2.0,3,3.0,2,1,1,,313300.0
Suburb,1472.0,3.0,3.0,2,26.0,3,0,0,,254300.0
Midtown,4218.0,5.0,4.0,1,27.0,3,0,0,2021.0,715000.0
Downtown,4902.0,5.0,5.0,1,42.0,3,0,0,,1115700.0
Downtown,2707.0,6.0,,3,15.0,1,1,0,,805500.0
Downtown,4926.0,5.0,4.0,1,32.0,3,1,1,2016.0,1275200.0
Downtown,4820.0,1.0,1.0,0,47.0,1,1,1,2005.0,872400.0
Downtown,3530.0,5.0,1.0,1,18.0,2,0,1,,754200.0
Midtown,4075.0,1.0,1.0,0,20.0,1,1,1,,535100.0
Rural,3616.0,5.0,1.0,1,21.0,3,0,0,2005.0,353300.0
Suburb,3785.0,6.0,1.0,3,8.0,1,1,0,,535900.0
Downtown,1143.0,6.0,4.0,3,8.0,3,1,0,,585300.0
Rural,694.0,1.0,1.0,0,8.0,1,1,0,,95300.0
Rural,4496.0,4.0,2.0,3,26.0,2,1,1,2004.0,561900.0
Suburb,988.0,6.0,5.0,1,16.0,1,1,0,,267700.0
Midtown,2704.0,4.0,4.0,1,43.0,2,1,0,,467500.0
Uptown,3157.0,3.0,2.0,3,44.0,3,1,1,,704300.0
Uptown,3776.0,1.0,1.0,1,7.0,2,1,0,,631700.0
Rural,1602.0,6.0,2.0,2,15.0,3,0,1,,293800.0
Suburb,1741.0,2.0,2.0,2,17.0,3,0,0,2004.0,251700.0
Uptown,1015.0,3.0,3.0,1,32.0,2,1,0,2004.0,272900.0
Rural,892.0,4.0,2.0,3,0.0,2,1,0,,203100.0
Midtown,1130.0,6.0,2.0,0,11.0,1,0,0,2021.0,266500.0
Uptown,4216.0,1.0,1.0,3,5.0,1,1,0,,724300.0
Rural,2347.0,5.0,2.0,0,40.0,2,0,0,2021.0,257500.0
Rural,3155.0,2.0,1.0,3,4.0,2,0,1,,347500.0
Downtown,1479.0,4.0,2.0,1,15.0,2,1,0,2014.0,411800.0
Midtown,3902.0,3.0,2.0,2,17.0,2,1,0,,585100.0
Downtown,4371.0,1.0,1.0,3,48.0,3,1,0,2018.0,885100.0
Suburb,,2.0,1.0,0,17.0,2,1,1,2012.0,206300.0
Downtown,732.0,1.0,1.0,2,0.0,2,1,0,,264200.0
Downtown,2052.0,6.0,4.0,0,18.0,2,1,0,,596600.0
Uptown,3770.0,5.0,1.0,1,7.0,2,0,0,,696100.0
Rural,2909.0,3.0,3.0,2,2.0,3,0,0,2016.0,371100.0
Midtown,4012.0,1.0,1.0,0,24.0,1,0,1,,631600.0
Downtown,525.0,4.0,3.0,3,4.0,1,1,0,2017.0,316100.0
Midtown,960.0,6.0,4.0,1,39.0,1,0,0,2016.0,292300.0
Downtown,4264.0,6.0,3.0,1,18.0,1,0,1,,1017500.0
Suburb,3931.0,3.0,3.0,1,17.0,1,0,0,,555600.0
Downtown,3983.0,6.0,2.0,3,49.0,3,1,0,2006.0,748800.0
Uptown,2494.0,4.0,,3,30.0,1,0,0,2004.0,469100.0
Rural,990.0,1.0,1.0,2,32.0,3,1,0,2007.0,122000.0
Suburb,1572.0,3.0,2.0,3,46.0,3,0,0,,224000.0
Downtown,3673.0,6.0,6.0,2,,1,0,1,,1116200.0
Midtown,715.0,6.0,5.0,1,38.0,1,0,0,2008.0,251900.0
Suburb,2223.0,4.0,2.0,2,15.0,1,1,0,2018.0,369100.0
Suburb,2092.0,5.0,3.0,0,15.0,2,1,0,2018.0,372200.0
Downtown,3106.0,5.0,2.0,1,46.0,3,0,0,,624600.0
Suburb,658.0,6.0,4.0,1,37.0,1,0,0,,179500.0
Midtown,3813.0,1.0,1.0,2,40.0,2,1,0,,632200.0
Suburb,3341.0,3.0,3.0,1,6.0,3,0,0,2016.0,472900.0
Midtown,2276.0,6.0,6.0,3,13.0,2,0,0,,597500.0
Downtown,2552.0,2.0,2.0,0,42.0,2,0,0,2006.0,466200.0
Rural,2795.0,3.0,2.0,2,47.0,1,0,0,2021.0,253500.0
Suburb,2196.0,5.0,5.0,2,24.0,3,0,0,,407200.0
Rural,3493.0,6.0,2.0,1,31.0,2,0,0,,380600.0
Midtown,2969.0,4.0,4.0,3,37.0,3,0,0,2018.0,523800.0
Suburb,2446.0,2.0,1.0,1,21.0,1,1,0,,300000.0
Uptown,4309.0,6.0,3.0,1,15.0,3,0,0,,885700.0
Rural,3283.0,1.0,1.0,2,28.0,2,1,0,,316500.0
Suburb,4144.0,2.0,2.0,1,15.0,2,0,0,2001.0,488600.0
Rural,3000.0,6.0,6.0,0,11.0,3,1,0,2023.0,394000.0
Suburb,4145.0,1.0,1.0,1,16.0,2,0,0,2018.0,496200.0
Downtown,,2.0,2.0,1,36.0,2,1,0,2012.0,529100.0
Rural,2849.0,1.0,1.0,2,26.0,2,0,0,2005.0,256300.0
Uptown,2432.0,1.0,1.0,1,24.0,1,1,0,2005.0,421800.0
Uptown,3794.0,2.0,1.0,3,12.0,1,0,1,2001.0,799100.0
Midtown,,2.0,1.0,2,7.0,2,0,0,,381300.0
Suburb,1616.0,1.0,1.0,1,4.0,3,1,0,,251100.0
Rural,3067.0,5.0,5.0,0,11.0,1,1,0,2010.0,402000.0
Midtown,3999.0,2.0,2.0,0,40.0,3,0,0,2010.0,539100.0
Rural,992.0,6.0,5.0,2,2.0,2,1,1,,279900.0
Suburb,3806.0,3.0,1.0,2,34.0,2,0,0,2013.0,457100.0
Uptown,1119.0,4.0,3.0,1,32.0,3,0,0,,320700.0
Downtown,3732.0,1.0,1.0,3,21.0,1,1,0,,676000.0
Uptown,4323.0,1.0,1.0,1,49.0,3,0,0,2014.0,647500.0
Midtown,2880.0,4.0,1.0,0,43.0,3,1,0,,392100.0
Downtown,2046.0,5.0,2.0,3,8.0,2,0,0,2002.0,572200.0
Midtown,4063.0,4.0,4.0,3,40.0,1,1,0,,676500.0
Suburb,2105.0,2.0,2.0,3,17.0,3,1,0,,389500.0
Downtown,4252.0,4.0,3.0,1,49.0,1,1,0,2004.0,863200.0
Midtown,2390.0,1.0,1.0,0,28.0,2,1,0,2005.0,332500.0
Suburb,1775.0,,4.0,2,38.0,1,0,0,,264400.0
Uptown,3243.0,3.0,1.0,1,26.0,2,1,0,2007.0,616200.0
Suburb,2993.0,6.0,4.0,2,35.0,1,0,0,2004.0,517400.0
Rural,-1.0,2.0,,3,44.0,3,1,1,,176800.0
Suburb,1369.0,4.0,3.0,3,16.0,2,1,1,,300100.0
Suburb,1385.0,1.0,1.0,1,33.0,3,1,0,2001.0,196400.0
Rural,2501.0,6.0,5.0,0,45.0,2,1,0,2010.0,356800.0
Midtown,1783.0,2.0,2.0,3,2.0,1,0,1,,348600.0
Midtown,1119.0,1.0,1.0,2,4.0,1,1,0,,255300.0
Suburb,1382.0,5.0,2.0,2,13.0,2,0,0,,252600.0
Rural,1296.0,3.0,1.0,1,2.0,2,1,0,,186100.0
Rural,4142.0,5.0,3.0,2,22.0,2,0,0,2023.0,454400.0
Uptown,3925.0,3.0,1.0,0,38.0,1,1,0,2001.0,697400.0
Midtown,1796.0,4.0,3.0,3,29.0,2,0,0,,414900.0
Downtown,744.0,2.0,1.0,2,49.0,2,1,0,2004.0,172900.0
Midtown,3395.0,4.0,4.0,2,44.0,3,0,0,2011.0,557900.0
Midtown,1429.0,3.0,2.0,3,22.0,2,1,0,2012.0,307700.0
Uptown,1019.0,3.0,3.0,1,26.0,3,0,0,2016.0,300500.0
Downtown,3712.0,3.0,3.0,2,9.0,3,1,0,2003.0,918900.0
Uptown,2909.0,6.0,3.0,1,24.0,3,0,0,2009.0,671200.0
Downtown,507.0,1.0,1.0,1,12.0,1,1,1,,230000.0
Suburb,3025.0,2.0,2.0,2,15.0,3,0,1,,460000.0
Downtown,3923.0,4.0,1.0,0,40.0,2,1,1,2015.0,791200.0
Uptown,2519.0,4.0,1.0,1,33.0,1,0,0,,433700.0
Midtown,4782.0,5.0,3.0,2,36.0,1,1,0,,829500.0
Downtown,4167.0,3.0,3.0,1,21.0,1,0,0,,845700.0
Downtown,4171.0,3.0,1.0,3,16.0,1,0,0,2006.0,775200.0
Rural,3301.0,3.0,1.0,0,22.0,1,1,0,2018.0,352700.0
Midtown,585.0,4.0,4.0,0,35.0,1,0,0,,175500.0
Suburb,3615.0,5.0,5.0,3,48.0,1,0,0,,519700.0
Uptown,4732.0,1.0,1.0,3,8.0,3,1,0,2006.0,754200.0
Suburb,2968.0,6.0,3.0,1,1.0,2,1,0,,463900.0
Midtown,4119.0,2.0,2.0,3,31.0,2,1,0,2008.0,646400.0
Downtown,2136.0,1.0,1.0,0,49.0,3,0,0,,327600.0
Downtown,4083.0,4.0,1.0,3,21.0,3,0,0,2002.0,814200.0
Midtown,4509.0,6.0,4.0,2,,1,1,1,2022.0,891900.0
Downtown,3826.0,6.0,1.0,2,12.0,1,0,0,2021.0,799900.0
Downtown,2718.0,6.0,3.0,1,7.0,3,1,0,2015.0,793400.0
Downtown,2717.0,3.0,1.0,0,0.0,1,0,0,,526400.0
Uptown,2869.0,2.0,1.0,2,16.0,2,1,1,,615000.0
Uptown,4138.0,4.0,2.0,3,11.0,2,1,0,2004.0,746400.0
Rural,3003.0,4.0,1.0,2,3.0,1,1,0,2022.0,334000.0
Suburb,1443.0,6.0,5.0,2,12.0,1,0,1,,387500.0
Midtown,3337.0,4.0,4.0,1,30.0,1,1,0,2018.0,592900.0
Midtown,3160.0,2.0,2.0,3,40.0,2,0,0,2016.0,512400.0
Midtown,3436.0,,2.0,3,6.0,1,1,0,2015.0,616800.0
Rural,4944.0,5.0,4.0,3,22.0,3,1,0,2020.0,542300.0
Uptown,4447.0,5.0,3.0,1,23.0,1,0,0,2023.0,899800.0
Rural,2176.0,1.0,1.0,3,4.0,3,1,0,2020.0,267400.0
Midtown,1696.0,2.0,1.0,3,4.0,1,1,0,2018.0,330600.0
Suburb,4605.0,2.0,2.0,2,16.0,1,0,0,2017.0,568700.0
Downtown,3287.0,2.0,2.0,2,29.0,2,1,0,2018.0,679600.0
Uptown,1961.0,5.0,3.0,3,8.0,3,0,0,,523700.0
Uptown,3818.0,6.0,3.0,0,5.0,3,0,0,,779400.0
Rural,1166.0,6.0,3.0,0,24.0,3,1,0,,222700.0
Uptown,2676.0,4.0,4.0,3,18.0,2,1,0,2003.0,668600.0
Midtown,4243.0,6.0,2.0,0,15.0,3,0,0,2008.0,735500.0
Midtown,1100.0,3.0,1.0,1,20.0,2,1,0,2007.0,249600.0
Rural,3152.0,5.0,4.0,2,1.0,1,1,0,2001.0,404600.0
Midtown,4922.0,,1.0,1,9.0,1,1,0,,684900.0
Suburb,4324.0,6.0,5.0,2,15.0,3,1,1,,652800.0
Rural,4406.0,5.0,1.0,0,36.0,1,0,0,2022.0,382800.0
Suburb,1479.0,6.0,1.0,0,14.0,1,1,0,,262300.0
Downtown,2951.0,1.0,1.0,3,12.0,3,1,0,,714400.0
Suburb,1128.0,2.0,1.0,0,12.0,1,0,0,2013.0,175600.0
Downtown,2129.0,1.0,1.0,0,31.0,3,1,0,,398700.0
Downtown,4196.0,2.0,1.0,3,44.0,3,0,0,2021.0,785400.0
Suburb,3930.0,5.0,4.0,3,46.0,1,0,0,,529600.0
Rural,4174.0,4.0,1.0,2,45.0,1,1,0,2001.0,402500.0
Midtown,4429.0,6.0,2.0,0,7.0,1,1,0,,721500.0
Midtown,3265.0,6.0,1.0,2,42.0,1,1,0,,635400.0
Downtown,4869.0,3.0,1.0,2,17.0,1,1,0,2011.0,1085600.0
Downtown,615.0,1.0,1.0,1,35.0,2,1,0,2004.0,149400.0
Rural,2503.0,6.0,6.0,0,25.0,1,1,0,2008.0,338500.0
Uptown,1192.0,5.0,5.0,0,9.0,2,1,0,,469300.0
Suburb,3662.0,,3.0,1,30.0,3,0,0,,449100.0
Downtown,1605.0,5.0,3.0,2,32.0,1,0,1,2015.0,516600.0
Midtown,3508.0,1.0,1.0,0,28.0,1,0,0,,471000.0
Rural,2661.0,3.0,1.0,2,4.0,1,1,0,,266000.0
Suburb,653.0,6.0,2.0,1,12.0,3,1,0,2015.0,225300.0
Rural,4199.0,5.0,3.0,3,0.0,2,0,0,,452900.0
Suburb,4910.0,2.0,2.0,2,22.0,2,0,0,,603700.0
Suburb,4286.0,4.0,3.0,0,39.0,1,0,0,,529700.0
Downtown,1564.0,5.0,5.0,3,2.0,1,0,0,2021.0,491700.0
Rural,4700.0,4.0,4.0,2,2.0,1,1,1,,539600.0
Rural,2413.0,6.0,2.0,2,6.0,1,1,0,2000.0,337900.0
Midtown,1716.0,2.0,2.0,3,35.0,3,0,1,,370000.0
Midtown,2901.0,3.0,2.0,3,34.0,1,1,0,2023.0,471100.0
Downtown,2272.0,3.0,3.0,3,14.0,3,1,0,,632200.0
Downtown,2460.0,2.0,2.0,0,39.0,1,1,0,,488600.0
Uptown,3280.0,4.0,3.0,0,2.0,2,0,0,2016.0,660500.0
Midtown,3371.0,6.0,3.0,2,28.0,2,1,0,2006.0,654300.0
Suburb,1160.0,5.0,5.0,2,29.0,1,0,0,2017.0,247300.0
Rural,,2.0,1.0,1,38.0,1,1,1,2012.0,316600.0
Downtown,2829.0,1.0,1.0,0,17.0,3,1,1,,541800.0
Rural,4454.0,4.0,1.0,2,10.0,1,1,0,,453400.0
Rural,2950.0,3.0,2.0,3,42.0,1,0,0,,319700.0
Uptown,1632.0,2.0,2.0,3,48.0,1,0,0,2000.0,277500.0
Midtown,1199.0,3.0,1.0,0,37.0,2,0,0,,210900.0
Downtown,2538.0,4.0,3.0,3,39.0,3,1,0,2016.0,608000.0
Rural,5000.0,3.0,1.0,1,0.0,2,0,1,,468600.0
Downtown,2679.0,2.0,2.0,2,28.0,3,0,0,2002.0,583100.0
Suburb,3338.0,4.0,2.0,2,9.0,2,1,0,,511600.0
Uptown,1373.0,1.0,1.0,2,27.0,1,1,0,,311600.0
Suburb,583.0,2.0,2.0,0,30.0,2,1,0,2023.0,116100.0
Downtown,1922.0,5.0,1.0,3,18.0,2,0,0,2011.0,493400.0
Downtown,3175.0,6.0,4.0,1,2.0,3,1,0,2019.0,882200.0
Midtown,3680.0,,1.0,0,35.0,3,0,1,2009.0,607400.0
Rural,4816.0,4.0,3.0,2,42.0,2,1,0,2006.0,507800.0
Rural,4475.0,6.0,1.0,1,14.0,3,0,0,2009.0,454100.0
Suburb,1891.0,2.0,1.0,2,32.0,3,1,0,2017.0,246800.0
Uptown,3718.0,1.0,1.0,2,,3,1,1,2021.0,683600.0
Rural,4707.0,1.0,1.0,0,42.0,3,1,1,,455500.0
Midtown,1114.0,5.0,3.0,2,50.0,3,1,0,,305900.0
Suburb,3471.0,3.0,2.0,1,44.0,2,0,0,2016.0,407500.0
Suburb,4065.0,6.0,5.0,2,25.0,3,0,1,2011.0,668200.0
Midtown,4076.0,4.0,3.0,3,15.0,1,1,0,,622500.0
Uptown,770.0,4.0,3.0,2,35.0,2,1,0,,253400.0
Midtown,4566.0,3.0,2.0,0,32.0,2,1,0,2013.0,744800.0
Uptown,2968.0,1.0,1.0,1,19.0,2,1,0,,527100.0
Midtown,1890.0,1.0,1.0,0,12.0,3,1,1,2001.0,386900.0
Midtown,3854.0,2.0,2.0,3,32.0,1,1,0,2020.0,569200.0
Downtown,4635.0,5.0,2.0,2,4.0,3,0,0,,937900.0
Suburb,4107.0,6.0,6.0,0,36.0,2,1,0,2010.0,603300.0
Midtown,3083.0,5.0,4.0,0,13.0,2,0,0,2001.0,589000.0
Midtown,4573.0,5.0,1.0,0,26.0,2,0,0,2015.0,724900.0
Rural,3575.0,2.0,1.0,0,22.0,2,1,0,,336900.0
Suburb,4406.0,5.0,4.0,3,13.0,3,1,0,,580100.0
Rural,789.0,3.0,1.0,3,39.0,1,1,0,2019.0,115700.0
Suburb,2980.0,2.0,1.0,2,3.0,1,1,1,,454200.0
Rural,3752.0,3.0,1.0,2,38.0,2,1,1,,406500.0
Midtown,778.0,2.0,1.0,1,18.0,1,0,1,,204900.0
Midtown,3424.0,5.0,4.0,3,46.0,2,1,0,,661200.0
Downtown,1080.0,3.0,1.0,0,3.0,2,1,0,,365000.0
Rural,753.0,3.0,2.0,0,29.0,1,1,1,,145100.0
Uptown,4776.0,3.0,2.0,1,18.0,2,0,0,2004.0,795400.0
Downtown,1324.0,2.0,1.0,0,30.0,1,0,0,2000.0,263700.0
Rural,4332.0,4.0,1.0,1,30.0,2,1,0,,456400.0
Rural,1199.0,5.0,2.0,2,8.0,1,1,1,2020.0,232100.0
Downtown,1880.0,3.0,2.0,3,,2,1,0,,551000.0
Midtown,4396.0,6.0,6.0,1,13.0,1,1,0,2004.0,842100.0
Rural,2173.0,4.0,1.0,0,45.0,2,1,0,,245500.0
Midtown,3227.0,6.0,5.0,1,9.0,2,1,0,,772300.0
Downtown,3656.0,5.0,3.0,2,47.0,2,1,1,2017.0,1024600.0
Midtown,3888.0,5.0,2.0,0,30.0,1,1,0,,631800.0
Suburb,4807.0,3.0,3.0,2,36.0,3,0,0,2013.0,675100.0
Uptown,883.0,3.0,2.0,2,22.0,2,1,1,,345800.0
Rural,841.0,2.0,1.0,1,26.0,2,1,0,,124200.0
Uptown,2487.0,4.0,4.0,2,5.0,1,1,0,2009.0,622900.0
Midtown,4559.0,4.0,4.0,0,25.0,2,0,0,2019.0,792600.0
Rural,3609.0,3.0,2.0,2,1.0,2,1,0,,359900.0
Midtown,4582.0,5.0,1.0,2,44.0,2,1,1,,746100.0
Suburb,3298.0,3.0,2.0,1,12.0,2,1,0,,439900.0
Downtown,3740.0,5.0,3.0,2,50.0,3,0,1,2010.0,783600.0
Rural,2488.0,5.0,,3,49.0,3,1,0,,259700.0
Suburb,3914.0,3.0,2.0,1,18.0,2,1,0,,500600.0
Suburb,,1.0,,1,0.0,2,1,0,2008.0,328300.0
Rural,805.0,4.0,2.0,0,39.0,2,0,0,,112300.0
Midtown,4113.0,6.0,5.0,0,31.0,3,1,0,,760500.0
Suburb,3249.0,5.0,1.0,0,21.0,3,0,0,,471700.0
Uptown,1635.0,5.0,3.0,0,47.0,1,0,0,2009.0,314100.0
Suburb,,1.0,1.0,3,28.0,1,1,0,,103800.0
Midtown,3950.0,,5.0,1,1.0,2,1,0,,820500.0
Midtown,4311.0,2.0,1.0,2,39.0,2,1,0,2005.0,624500.0
Uptown,4122.0,1.0,1.0,0,37.0,3,1,0,,657900.0
Suburb,4099.0,6.0,4.0,0,47.0,2,0,0,,518900.0
Midtown,3051.0,1.0,1.0,0,10.0,2,1,1,,555900.0
Rural,4808.0,5.0,5.0,2,16.0,3,0,0,2023.0,523600.0
Downtown,809.0,4.0,3.0,0,50.0,3,1,0,2019.0,256400.0
Downtown,3208.0,1.0,1.0,2,42.0,3,1,0,,679400.0
Downtown,2491.0,2.0,1.0,1,7.0,3,1,0,,593100.0
Suburb,,3.0,1.0,1,21.0,1,1,1,,187500.0
Uptown,4142.0,6.0,3.0,1,3.0,3,1,0,,709700.0
Midtown,4586.0,1.0,1.0,3,10.0,3,1,1,2013.0,744000.0
Rural,2322.0,1.0,1.0,2,7.0,2,0,0,,237000.0
Rural,3773.0,2.0,2.0,0,8.0,2,0,1,,446300.0
